code	status	stage	severity	moment	source_line	fix_kind	actionable	tier_or_toolchain	invoking_commands	fix_commands	fix_paths	violations	fix
E0503	active	sema	error	compile	332	source_edit	true	false					Use a supported string operation instead of indexing with `[ ]`.
E0504	active	sema	error	compile	333	source_edit	true	false					Make the collection literal elements share one type.
E0505	active	sema	error	compile	334	source_edit	true	false					Use the correct index or key type and slice a valid target.
E0506	active	sema	error	compile	335	source_edit	true	false					Use a hashable element type for `Set<T>`.
E0507	active	sema	error	compile	336	source_edit	true	false					Move the collection mutation outside the `for` loop, or iterate over a snapshot.
E0510	active	sema	error	compile	337	source_edit	true	false					Import `core.crypto.expert` and use the required `#Unsafe` gate, or use `crypto.seal`/`open`.
E0511	active	sema	error	compile	338	source_edit	true	false					Use fallible `Expiring.get(clock)` instead of `Expiring.force`.
E0601	active	sema	error	compile	371	source_edit	true	false	jet test				Add `#Test("describes what this checks") { assert(condition) }`, or add a doctest.
E0602	active	jet	error	compile	372	source_edit	true	false					Keep the `use` path inside the project entry tree.
E0603	active	jet	error	compile	373	source_edit	true	false					Correct the `use` target path or module declaration.
E0604	active	jet	error	compile	374	source_edit	true	false					Break the `use` cycle.
E0605	active	sema	error	compile	375	source_edit	true	false					Make the item public in its defining file or stop importing it.
E0606	active	jet	error	compile	376	source_edit	true	false					Rename one module or remove the duplicate module path so only one matching path remains.
E0607	active	jet	error	compile	377	source_edit	true	false					Add the matching `module name;` file declaration.
E0608	active	sema	error	compile	378	source_edit	true	false					Define the referenced function in the inline code module.
E0609	active	sema	error	compile	379	source_edit	true	false					Make the imported item public or import an exported item.
E0610	active	sema	error	compile	380	source_edit	true	false					Change `use alias.item` to alias a module before importing its item.
E0611	active	sema	error	compile	381	source_edit	true	false					Change `use alias.item` to import an item the aliased module defines.
E0612	active	jet	error	compile	382	source_edit	true	false					Replace `use math.*` with explicit imports such as `use math.sqrt`.
E0613	active	sema	error	compile	383	source_edit	true	false					Use only a property-test parameter type the runner can generate.
E0614	active	sema	error	compile	384	source_edit	true	false					Use one of the listed members, or remove the block.
E0615	active	sema	error	compile	385	source_edit	true	false					Move it inside a `#Test("…") { … }` block, or write an ordinary statement.
E0616	active	sema	error	compile	386	source_edit	true	false					Move `.setup { … }` to the top of the block.
E0617	active	sema	error	compile	387	source_edit	true	false					Match the member's shape, e.g. `.timeout(500ms) { … }`, `.timeout(wait) { … }`, or `.skip("reason") { … }`.
E0618	active	sema	error	compile	388	source_edit	true	false					Move the member out to the top level of the block.
E0619	active	jet	error	compile	389	exact_path	true	false			`package.jet`		Remove the import, or remove/update boundary rule `{rule}` in `package.jet`
E0620	active	sema	error	compile	390	source_edit	true	false					Move the statements into the entry file's `fn run`, or import a declaration-only file.
E0621	active	sema	error	compile	391	exact_command	true	false		jet fix			Run `jet fix` to move the loose statements into `fn run`, or remove the explicit function.
E0631	active	sema	error	compile	392	source_edit	true	false					Keep the view inside the arena's region, or copy what you need out with `~` before it leaves.
E0632	active	sema	error	compile	393	source_edit	true	false					Use the view before `reset`, or re-`alloc` after to get a fresh value.
E0701	active	sema	error	compile	394	source_edit	true	false					Add an `@version` pin to the non-`std` `extern rust` crate.
E0702	active	sema	error	compile	395	source_edit	true	false					Use an FFI-safe scalar or capability type, or put the boundary in an audited `#Unsafe` region.
E0703	active	jet	error	compile	396	source_edit	true	true	jet build				Install `cargo` or provide it on `PATH`.
E0704	active	jet	error	compile	397	source_edit	true	true	jet build				Inspect the cargo error, then fix the foreign crate and rerun the build.
E0705	active	jet	error	compile	398	source_edit	true	false					Make the Rust path and Jet signature agree.
E0711	active	sema	error	compile	403	source_edit	true	false					Use the handle only inside the `#FX` block, or perform the work that needs it there.
E0712	active	sema	error	compile	404	source_edit	true	false					Add the named effect to the `#FX(…)` list, or move that work outside the region.
E0721	active	sema	error	compile	405	source_edit	true	false					Remove the destination use, change the declaration if its policy is wrong, or pass the value through `#Scrub({tag})`.
E0722	active	sema	error	compile	406	source_edit	true	false					Log a non-secret field, or pass the value through a matching `#Scrub(Credential)` function.
E0725	active	sema	error	compile	407	source_edit	true	false					Inject a deterministic clock/RNG or mockable input, pass recorded data in, or move the ambient effect outside the replayable function.
E0731	active	sema	error	compile	408	source_edit	true	false					Declare `{tag}` as a `trait` with the method(s) it should provide.
E0732	active	sema	error	compile	409	source_edit	true	false					Make `{tag}` a `trait` if `{method}` should dispatch, or remove the method to keep `{tag}` a marker tag.
E0733	active	sema	error	compile	410	source_edit	true	false					Declare it with `tag {tag} { deny: [Effect] }`, check the spelling, or use the suggested tag.
E0734	active	parse	error	compile	411	source_edit	true	false					Write `tag {tag} { deny: [Effect], from: [source.path] }`; omit `from` when it is not needed.
E0735	active	sema	error	compile	412	source_edit	true	false					Correct the path using the suggested effect, sink, or declared function.
E0736	active	sema	error	compile	413	source_edit	true	false					Accept a `#{tag} T` parameter and return the untagged result.
E0740	active	sema	error	compile	399	source_edit	true	false					Add the named effect to the `-[…]>` list, or stop using it (drop the Core call that introduces it, or move it out of this function).
E0741	retired	sema	error	compile	400	source_edit	true	false					Fix the E0712 diagnostic, then add the effect to the `#FX(…)` list or move the work outside the region.
E0742	active	sema	error	compile	401	source_edit	true	false					Remove the offending work from the impl, or widen the bound on the trait method.
E0743	active	sema	error	compile	402	source_edit	true	false					Declare an effect row on the trait method, such as `-[]>` for pure dispatch, or move the dynamic call outside the bounded function.
E0745	retired	retired	error	compile	414	source_edit	true	false					Use one canonical effect arrow: `-[]>` for an empty row or `-[Effects]>` for a bounded row.
E0746	active	sema	error	compile	415	source_edit	true	false					Move the call after the block, register it with `<handle>.on_commit(() -> { … })`, or declare `#Undo(inverse)` on the foreign binding.
E0747	active	sema	error	compile	416	source_edit	true	false					Pass a callback within the bound (a `fn … -[]>` for a pure parameter), or widen the parameter's effect bound.
E0748	active	sema	error	compile	417	source_edit	true	false					Point `via` at a function-typed parameter, or drop the `-[via …]>` annotation.
E0749	active	sema	error	compile	418	source_edit	true	false					Remove the offending effect, return a fallible result, add facts or a `#Pre`/refinement proof, or drop the prohibition
E0750	active	sema	error	compile	419	source_edit	true	false					Use the suggested declared leaf, add an `effect {effect}` declaration, or use the bare root.
E0751	active	sema	error	compile	938	source_edit	true	false					Drop `Panic` from the list, or write `-[!Panic]>`
E0760	active	parser	error	compile	430	source_edit	true	false					Use `:` rather than `=` for a `#Context` field.
E0761	active	parser	error	compile	431	source_edit	true	false					Use only the supported `#Context` fields: `allocator`, `logger`, and `deadline`.
E0762	active	sema	error	compile	432	source_edit	true	false					Give each `#Context` field its required type.
E0763	active	parser	error	compile	433	source_edit	true	false					Use `/` and `*` once in the declared parameter zones and in the required order.
E0764	active	sema	error	compile	434	source_edit	true	false					Pass only labels declared by the callee.
E0765	active	sema	error	compile	435	source_edit	true	false					Pass each parameter label at most once.
E0766	active	sema	error	compile	436	source_edit	true	false					Provide an argument or a default for every required parameter.
E0767	active	sema	error	compile	437	source_edit	true	false					Pass positional-only parameters without labels.
E0768	active	sema	error	compile	438	source_edit	true	false					Place positional arguments before the first labelled argument.
E0769	active	sema	error	compile	439	source_edit	true	false					Pass the label-only parameter by name.
E0770	active	parser	error	compile	440	source_edit	true	false					Give each parameter a unique public call label.
E0771	active	sema	error	compile	441	source_edit	true	false					Match the function value's call labels and parameter zones to the expected function type.
E0772	active	sema	error	compile	442	source_edit	true	false					Name the arguments to choose one candidate: {rewrite}
E0801	active	sema	error	compile	526	source_edit	true	false					Add a type annotation to the lambda parameter, for example `value: Int`.
E0803	active	sema	error	compile	527	source_edit	true	false					Call a function-valued expression, or stop calling this value.
E0804	active	sema	error	compile	529	source_edit	true	false					Use a named function or a non-recursive lambda binding for recursion.
E0805	active	sema	error	compile	162	source_edit	true	false					Declare the function as `Stream<T>` before using `yield`.
E0806	active	sema	error	compile	163	source_edit	true	false					Remove the value from a generator `return`.
E0807	active	sema	error	compile	164	source_edit	true	false					Change the `yield` expression to the stream's declared element type.
E0850	active	sema	error	compile	530	source_edit	true	false					Make the module alias name a visible module in scope.
E0851	active	sema	error	compile	531	source_edit	true	false					Pass the module alias the declared number of type and value arguments.
E0852	active	sema	error	compile	532	source_edit	true	false					Pass a type argument that satisfies the module alias bound.
E0853	active	sema	error	compile	533	source_edit	true	false					Pass a value argument with the expected type.
E0855	active	sema	error	compile	534	source_edit	true	false					Break the circular module alias instantiation.
E0856	active	sema	error	compile	535	source_edit	true	true	jet check				Use a Tier-0 type for the generic-module value parameter.
E0857	active	sema	error	compile	536	source_edit	true	false					Pass a closed compile-time value as the generic-module argument.
E0859	active	compiler	error	compile	537	exact_command	true	true	jet check	jet check			Record the two distinct generic-module keys and rerun `jet check`; report the keys if the collision repeats.
E0901	active	sema	error	compile	538	source_edit	true	false					Add the required generic bound to the method.
E0902	active	sema	error	compile	539	source_edit	true	false					Define the type or trait locally before declaring the `impl`.
E0904	active	sema	error	compile	540	source_edit	true	false					Provide the type argument explicitly or add enough context to infer it.
E0905	active	sema	error	compile	541	source_edit	true	false					Implement the required trait for the type or choose a type that has it.
E0906	active	sema	error	compile	542	source_edit	true	false					Implement every method required by the trait.
E0907	active	sema	error	compile	543	source_edit	true	false					Write `fn mul(self, rhs: Money) Money`, matching the `Mul` declaration exactly, including `self`, types, labels, return type, and effects.
E0908	active	sema	error	compile	544	source_edit	true	false					Remove the duplicate trait implementation.
E0909	active	sema	error	compile	545	source_edit	true	false					Simplify the generic nesting or split the instantiation into smaller bounds.
E0910	active	sema	error	compile	546	source_edit	true	false					Restore a compatible published shape or declare a valid migration.
E0911	active	parse	error	compile	547	source_edit	true	false					Use the supported migration verb, such as `remove`, and omit `reorder`.
E0912	retired	sema	error	compile	548	non_actionable	false	false					Follow the guidance for E0912
E0913	active	sema	error	compile	549	source_edit	true	false					Add the missing associated type to the trait implementation.
E0914	active	parse	error	compile	550	source_edit	true	false					Use `:Debug`, `:Pretty`, `:Fixed(n)`, `:Grouped(n)`, `:Hex(n)`, `:Pad(n[, "fill"])`, `:PadLeft(n[, "fill"])`, `:Sci(n)`, `:Percent(n)`, `:Bin`, `:Oct`, `:Unit(name)`, or `:Unit(bare)`; bare interpolation is also valid.
E0915	active	sema	error	compile	551	source_edit	true	false					Implement `Display` for the type or use an explicit formatter.
E0916	active	sema	error	compile	552	source_edit	true	false					Implement `Debug` for the field or provide a redacting formatter.
E0917	active	sema	error	compile	553	source_edit	true	false					Remove recursion from the `#Inline(Always)` function or relax the marker.
E0918	active	sema	error	compile	554	source_edit	true	false					Call the `#Inline(Always)` function directly or relax the marker before taking its address.
E0919	active	sema	error	compile	555	source_edit	true	false					Reduce the `#Inline(Always)` body below the checked statement ceiling or relax the marker.
E0920	retired	retired	error	compile	556	non_actionable	false	false					Follow the guidance for E0920
E0921	active	sema	error	compile	557	source_edit	true	false					Grant the required memory right or move the call outside the denied boundary.
E0922	retired	sema	error	compile	558	non_actionable	false	false					Follow the guidance for E0922
E0925	active	parse	error	compile	560	source_edit	true	false					Place `#Job` on a function and attach `#Every(...)` only to that job.
E0926	active	sema	error	compile	561	source_edit	true	false					Use a positive, in-range duration or canonical `HH:MM` schedule.
E0927	retired	parse/sema	error	compile	562	exact_command	true	false		jet test --measure | jet test			Write `#Test("name") { .measure { … } }` and run `jet test --measure`
E0928	reserved	sema	error	compile	569	non_actionable	false	false					Follow the guidance for E0928
E0929	retired	parse	error	compile	559	non_actionable	false	false					Follow the guidance for E0929
E0930	active	parse	error	compile	563	source_edit	true	false					Pass marker arguments matching the shared typed marker signature.
E0931	active	parse	error	compile	564	source_edit	true	false					Use `!` only with a structurally auto-derived trait marker.
E0932	active	sema	error	compile	565	source_edit	true	false					Write `pub` on the item, or remove `#Deprecated`
E0938	active	sema	error	compile	566	source_edit	true	false					Make the `#Memo` function pure.
E0939	active	sema	error	compile	567	source_edit	true	false					Use hashable `#Memo` arguments.
E0940	active	sema	error	compile	568	source_edit	true	false					Materialize the value or remove `#Memo` from the lazy `Iter`.
E0951	retired	sema	error	compile	570	non_actionable	false	false					Follow the guidance for E0951
E0952	active	sema	error	compile	571	source_edit	true	false					Reduce the comptime work or split it so it fits the fuel budget.
E0953	active	sema	error	compile	572	source_edit	true	false					Remove the `@panic` or change the condition that raises the authored compile error.
E0954	retired	parse	error	compile	573	non_actionable	false	false					Follow the guidance for E0954
E0955	active	sema	error	compile	574	source_edit	true	false					Provide a readable UTF-8 file at the comptime path.
E0956	active	sema	error	compile	575	exact_command	true	false		jet build			Use a simpler form, or use `jet build` for the full evaluator
E0957	active	sema	error	compile	576	source_edit	true	false					Use a literal relative path or glob that stays inside the project.
E0958	retired	sema	error	compile	577	non_actionable	false	true					Follow the guidance for E0958
E0959	active	tooling	error	compile	578	source_edit	true	true	jet check				Read `kind`, `target`, `guarantee`, and `source`, or add an owner-approved physical layout declaration such as `#Layout(c)`.
E0960	reserved	parse	error	compile	579	non_actionable	false	false					Follow the guidance for E0960
E0961	active	parse	error	compile	580	source_edit	true	true	jet check				Write bare names like `default.[cargo, ripgrep]`.
E0963	active	sema	error	compile	581	source_edit	true	false					Use a literal, a same-file `@` binding, or another comptime expression that produces an in-range integer; a destructuring pattern must then name exactly that many elements.
E0964	active	sema	error	compile	582	source_edit	true	false					If you need a growable list, bind it with `:=` (e.g. `r := [...]`) so its length can change.
E0965	active	sema	error	compile	583	source_edit	true	false					Use an index in the valid range, widen to `[T]` for runtime checking, or tighten the range.
E0966	active	jetpack	error	compile	589	source_edit	true	false					Wrap the value in the matching type, e.g. `Env { … }`.
E0967	active	jetpack	error	compile	590	source_edit	true	false					Make every declaration of the source agree, or rename one of them.
E0968	active	jetpack	error	compile	591	exact_path	true	true	jet build		`default: owner/repo/rev@github`		Write `default: owner/repo/rev@github`, `default: channel@nixpkgs`, or a bare local path.
E0969	active	jetpack	error	compile	592	exact_path	true	false			`imports: find("./modules")`		Write `imports: find("./modules")`, or use a recognized typed integration call.
E0970	active	jetpack	error	compile	593	source_edit	true	false					Create the directory, or fix the path so it points at your modules folder.
E0971	active	jetpack	error	compile	594	exact_path	true	false			env.jet		Remove the `imports:` from the discovered module; declare all `find(…)` directives in the top-level env.jet.
E0972	active	jetpack	error	compile	595	source_edit	true	false					Remove the field, or use one of the known fields named in the error.
E0973	active	jetpack	error	compile	596	source_edit	true	false					Write `target: linux.x64` or `target: linux.arm64`.
E0974	active	jetpack	error	compile	597	source_edit	true	false					Add `target: linux.x64` (or `linux.arm64`).
E0975	active	jetpack	error	compile	598	source_edit	true	false					Add `enable: true` (or `false`) to the service.
E0976	active	jetpack	error	compile	599	source_edit	true	true	jet image				Use `kind: .Oci` for an active image, or keep disk-image notes in the jetos research appendix.
E0977	active	jetpack	error	compile	600	source_edit	true	true	jet image				Add `from: packages.<name>` for an `.Oci` image, or remove fields inherited from frozen `system.*` research.
E0978	active	jetpack	error	compile	601	source_edit	true	true	jet image				Use `from: packages.<name>` for an `.Oci` image, or keep the system image as research capture.
E0979	active	jetpack	error	compile	602	exact_command	true	false	jet os	jet os switch laptop | jet os switch laptop@../machines | jet os	`jet os switch laptop@../machines`		Write `jet os switch laptop` or `jet os switch laptop@../machines`.
E0980	active	jetpack	error	compile	603	source_edit	true	false	jet os				Define `system.<host>: { … }`, or select one of the systems the config already defines.
E0981	active	jetpack	error	compile	604	exact_command	true	false	jet os	jet os init <host> | jet os			Create it with `jet os init <host>`, or pass an external root as `host@root`.
E0982	active	jetpack	error	compile	605	exact_path	true	false			`package.jet`		Remove the `use`, and run the executable's binary instead; or, if you meant to import its code, change the package to `library` in `package.jet`.
E0983	active	jetpack	error	compile	606	exact_command	true	true	jet build | jet run	jetpack env --prep | jet run | jetpack env			Run `jetpack env --prep` to realize the library into the hangar, or rerun `jet run` without `--no-prepare` from the declaring project.
E0984	retired	parse	error	compile	85	non_actionable	false	false					Follow the guidance for E0984
E0985	retired	parse	error	compile	86	non_actionable	false	false					Follow the guidance for E0985
E0986	active	parse	error	compile	87	source_edit	true	false					Move the marker or opening brace onto the same logical line as the closing `)`.
E0987	active	sema	error	compile	109	source_edit	true	false					Correct the name, or add `name ::` before the intended enclosing loop.
E0988	retired	parse/sema	error	compile	110	source_edit	true	false					Replace the dot or `@` form with the matching target-argument exit. Keep the declaration as `name :: loop`.
E0989	active	sema	error	compile	111	source_edit	true	false					Make the `@if` condition a comptime expression.
E0990	retired	parse	error	compile	112	non_actionable	false	false					Follow the guidance for E0990
E0991	active	parse	error	compile	93	source_edit	true	false					Replace the old `copy` keyword with the `~` sigil.
E0992	active	parse	error	compile	89	source_edit	true	false					Write `if subject == { value -> body }`.
E0993	retired	parse	error	compile	90	non_actionable	false	false					Follow the guidance for E0993
E0994	active	parse	error	compile	91	source_edit	true	false					Remove the redundant subject operation from the arm head.
E0995	active	compile	error	compile	919	exact_path	true	false			`module workspace { members: find("./packages") }` | `workspace.jet`		Write `module workspace { members: find("./packages") }` (or an explicit list) in `workspace.jet`.
E0996	active	compile	error	compile	920	exact_path	true	false			`find("./packages")` | `["./packages/hello", "./packages/ranker"]`		Use `find("./packages")` or a list literal like `["./packages/hello", "./packages/ranker"]`.
E0997	active	compile	error	compile	921	source_edit	true	false					Create the directory or correct the path in `members: find("…")`.
E0998	retired	parse	error	compile	88	non_actionable	false	false					Follow the guidance for E0998
E0999	active	parse	error	compile	92	source_edit	true	false					Combine stacked rules into one `#[A, B]` list or a lone `#A`.
E1001	active	jet	error	compile	607	source_edit	true	false					Select a declared core module.
E1002	reserved	jet	error	compile	608	non_actionable	false	false					Follow the guidance for E1002
E1003	active	sema	error	compile	609	source_edit	true	false					Use an integer literal that fits the declared width.
E1004	active	sema	error	compile	610	source_edit	true	false					Use a declared item from the core module.
E1005	active	sema	error	compile	611	source_edit	true	false					Apply the overflow opt-in to exactly one integer operation.
E1006	active	sema	error	compile	612	source_edit	true	false					Replace the `use core.*` import or helper with one below the package `runtime:` ceiling.
E1007	active	parse	error	compile	613	source_edit	true	false					Use a width `U<1..64>[be|le]` or the `...` hole form.
E1008	active	parse	error	compile	614	source_edit	true	false					Add `be` or `le` to multi-byte reads and remove it from single-byte or non-byte-aligned reads.
E1009	active	parse	error	compile	615	source_edit	true	false					Move the binary rest capture to the final pattern position.
E1010	active	sema	error	compile	616	source_edit	true	false					Match the binary pattern against a `[U8]` subject.
E1011	active	sema	error	compile	617	source_edit	true	false					Align the fixed bytes and rest capture to byte boundaries.
E1101	active	sema	error	compile	649	source_edit	true	false					Give it with `^`, freeze it with `freeze`, or share it with `shared`
E1102	active	sema	error	compile	650	source_edit	true	false					Send plain owned data, make an ordinary owned copy when permitted, or use `Shared<T>` for deliberate shared state.
E1103	active	sema	error	compile	651	source_edit	true	false					Fix the E1102 error at the spawn site first; once the task only holds owned data, `.detach()` is safe.
E1104	active	sema	error	compile	652	source_edit	true	false					Use a fixed-size array `[T#N]` instead, or remove `#Layout(c)` if C interop is not required.
E1105	reserved	sema	error	compile	653	source_edit	true	false					Use `#Layout(c)`, `#Layout(c, align(64))`, or `#Layout(columnar)`.
E1106	active	sema	error	compile	654	source_edit	true	false					Pass an owned `copy`, or a `Shared<T>` handle, to the task instead of a `view`.
E1107	reserved	sema	error	compile	655	source_edit	true	false					Put `#Layout(columnar)` on the `struct` declaration instead.
E1108	active	sema	error	compile	656	source_edit	true	false					Drop `#Layout(columnar)` from the struct to use the full list API, or rewrite the operation with indexing and a loop.
E1109	active	sema	error	compile	657	source_edit	true	false					Write `#Layout(columnar)` to convert the whole struct.
E1110	active	sema	error	compile	658	source_edit	true	false					Write `task work()` inside the active group, or pass that handle directly to `fn helper(group: Group)`; do not store or capture it.
E1111	retired	sema	error	compile	659	non_actionable	false	false					Follow the guidance for E1111
E1112	active	sema	error	compile	922	source_edit	true	false					Write {method} {{ work() }} with one or more branches
E1113	active	sema	error	compile	923	source_edit	true	false					Create a new value, freeze a new snapshot, or use `Shared`/`Cell` when shared mutation is intentional
E1114	active	sema	error	compile	924	source_edit	true	false					Use `^` to give the owned value to the task, use `Shared`/`Cell` for deliberate shared state, or rebuild a plain owned value
E1115	retired	parse	error	compile	925	source_edit	true	false					Write `shared <value>` instead of `Shared.new(<value>)`.
E1116	retired	sema	error	compile	926	source_edit	true	false					Read the field directly (`config.name`) and write it directly (`config.hits += 1`); group several steps under `#Transact {{ … }}`, or take an expert guard with `.guard_edit()`.
E1117	active	parse	error	compile	927	source_edit	true	false					Use `task.all { first: work(), second: other() }`, or remove every branch label.
E1118	active	sema	error	compile	660	source_edit	true	false					Replace `#Align(64)` with `#Layout(c, align(64))` on the struct declaration.
E1119	active	sema	error	compile	661	source_edit	true	false					Write `#Layout(c, align({suggestion}))` with a positive power-of-two byte value no larger than 1048576 bytes.
E1130	retired	sema/parse	error	compile	662	non_actionable	false	false					Follow the guidance for E1130
E1201	active	jet	error	compile	672	exact_command	true	false		jet fetch	`package.jet`		Select one compatible package version in `package.jet`, then run `jet fetch`.
E1202	active	jet	error	compile	673	exact_command	true	false		jet fetch	`.jet/lock` | `package.jet`		Run `jet fetch` to regenerate `.jet/lock` from `package.jet`.
E1203	active	jet	error	compile	674	source_edit	true	false					Install `git` or provide it on `PATH`.
E1204	active	jet	error	compile	675	source_edit	true	false					Restore the store entry from a trusted source and rerun verification.
E1205	active	jet	error	compile	676	source_edit	true	false					Delete `{path}` and rerun the command to regenerate it.
E1206	active	jet	error	compile	677	source_edit	true	false					Replace `{code}` with `{name}` in `policy.lints.deny`.
E1207	active	jet	error	compile	678	source_edit	true	false					Resolve the registry dependency or choose a source artifact that verifies.
E1208	active	jet	error	compile	679	exact_path	true	true	jet build		`package.jet`		Set a compatible `jet:` toolchain pin in `package.jet`.
E1209	reserved	jet	error	compile	680	non_actionable	false	false					Follow the guidance for E1209
E1210	reserved	jet	error	compile	681	non_actionable	false	false					Follow the guidance for E1210
E1211	active	jet	error	compile	682	source_edit	true	false					Replace the removed `kind:` field with `targets:`.
E1212	active	jet	error	compile	683	source_edit	true	false					Add the declared `module <name>` to the package source tree.
E1213	active	jet	error	compile	684	source_edit	true	false					Keep exactly one `module <name>` declaration in the package source tree.
E1214	active	jet	error	compile	685	source_edit	true	true	jet build				Use a Jet toolchain that supports version `{version}`, or remove the lock only after confirming its dependencies and rerun an unlocked build to create version `{supported}`.
E1216	active	jet	error	compile	686	source_edit	true	false					Remove the unknown `targets:` field or replace it with a supported field.
E1217	active	jet	error	compile	687	exact_command	true	false	jet registry publish | jet registry	jet fetch			Run `jet fetch` to resolve and pin `{dep}`, then commit the lockfile.
E1218	active	jet	error	compile	688	source_edit	true	false					Bump to `{next_major}.0.0` (a major release), or restore `{item}` (a deprecated shim counts). Use `--force` to publish anyway with an explicit warning banner.
E1219	active	jet	error	compile	689	exact_path	true	false			`package.jet`		Use `--release` for the release profile, `--profile=debug` for debug, `--profile=ci` for CI, or add `{name}: Build{ optimize: full }` (or `none`/`basic`) to the `build { }` block in `package.jet`.
E1220	active	jet	error	compile	690	source_edit	true	false					For an ordinary effect, add `{effect}` to `authority.holds.allow` or grant it to `{dep}` in `authority.grants`; for deny-only `Panic`, return a fallible result or add facts/`#Pre`/refinement proof.
E1221	active	jet	error	compile	691	exact_path	true	false			docs/spec/syntax-decisions.md		Fix the authority field or right name; see docs/spec/syntax-decisions.md D-AUTHORITY-MANIFEST1.
E1225	retired	jet	error	compile	692	exact_path	true	true			`package.jet` | `env.jet` | `jetpack.toml`		Move `[repo]` `name`/`version` to `package.jet`, move `[sources]` entries to `env.jet` `sources: { … }`, then delete `jetpack.toml`.
E1226	retired	jet	error	compile	693	exact_path	true	false			`package.jet`		Rename `{name}` to `package.jet`.
E1227	active	jet	error	compile	694	source_edit	true	true	jet os | jet image				Use matching `jet`/`{engine}` versions — reinstall the toolchain so both binaries come from the same release.
E1228	active	jet	error	compile	695	source_edit	true	true	jet os | jet image				Install the matching Jet toolchain; the `{engine}` binary ships alongside `jet`.
E1229	retired	jet	error	compile	696	source_edit	true	false					Write `module {ns}.{role} { … }` and move the contribution's fields up to the module body.
E1230	active	jet	error	compile	697	exact_path	true	false			`infra/logging`		Address one member by its relative path (e.g. `infra/logging`), or use `package@source`.
E1231	active	jet	error	compile	698	source_edit	true	false					Use one of the listed members (a did-you-mean is offered), fix the name, or add the package to `members:`.
E1232	active	jet	error	compile	699	exact_command	true	false		jet fetch	`package.jet`		Correct the source URL and revision in `package.jet`, then run `jet fetch` again.
E1233	active	jet	error	compile	700	exact_path	true	false			`workspace.jet`		Add the dependency to the source repo's `workspace.jet` `members:`, or depend on it as an external `package@source` ref.
E1234	active	jet	error	compile	701	exact_command	true	false		jet registry yank {version} | jet registry	`package.jet`		Bump the version in `package.jet` and publish again, or `jet registry yank {version}` the existing one first if it was a mistake (yanking hides it from new resolution; it does not free the version number for reuse).
E1235	active	jet	error	compile	702	source_edit	true	false					Remove credentials and URL parameters, configure the host Git credential provider for the registry path, then check network access or set `JET_REGISTRY_URL` to a reachable mirror.
E1236	active	jet	error	compile	703	exact_command	true	false		jet registry vendor | jet registry			Add the source hash, remove URL credentials, or vendor the source with `jet registry vendor`.
E1237	active	jet	error	compile	704	source_edit	true	false					Install into a path under the output root (no `..`, no absolute paths).
E1238	active	jet	error	compile	705	source_edit	true	false					Realize every named tool, declare every input and authority fact, fix the output/dependency graph, and retry the stage.
E1239	active	jet	error	compile	706	exact_path	true	false			`workspace.jet`		Keep one declaration (conventionally in `workspace.jet`) and delete the others.
E1240	active	jet	error	compile	707	exact_command	true	true	jet build	jet update jet | jet update			Run `jet update jet` to realize the pinned toolchain, or install Nix so the bridge builds through the compatibility provider.
E1241	active	jet	error	compile	708	exact_command	true	true	jet build	jet update jet | jet update			The build falls back to the compiler-embedded `core.{ring}`; to ship the staged artifact, realize a toolchain object built for this platform (`jet update jet`).
E1242	active	jet	error	compile	709	source_edit	true	false					Define captured `system.{system}: { … }`, or point the host at an existing captured system.
E1243	active	jet	error	compile	710	exact_command	true	true	jet push	jet push			Until the jetos realization tier lands, `jet push` captures and validates fleets without deploying them.
E1244	active	jet	error	compile	711	source_edit	true	false					Remove `{field}`; captured fleets use `hosts: { … }`.
E1245	active	jet	error	compile	712	source_edit	true	false					Add `hosts: { web1: system.<name> }` if this is research capture.
E1246	active	jet	error	compile	713	exact_command	true	false		jet fetch			Do not use this version. Re-run `jet fetch` after clearing the store entry; if the problem persists, report it — this should never happen for an untampered registry.
E1247	active	jet	error	compile	714	exact_command	true	false		jet registry publish | jet registry			Use a different registry, or ask the package author to publish a signed release (`jet registry publish` auto-signs by default — they likely used `--no-sign`).
E1248	active	jet	error	compile	715	exact_command	true	false	jet registry keygen | jet registry	jet registry keygen --force | jet registry key backup | jet registry			Use `jet registry keygen --force` if you're sure (e.g. the old key was compromised), or back it up first with `jet registry key backup`.
E1249	active	jet	error	compile	716	source_edit	true	true	jet build				Write a channel: `jet: 0.4` (track the 0.4 series), `jet: 0.4.2` (exact), or a named channel like `jet: main`.
E1250	active	jet	error	compile	717	exact_command	true	true	jet build	jet update jet | jet update	`.jet/lock`		Run `jet update jet` to resolve `{channel}` to an exact version, then commit `.jet/lock`.
E1251	active	jet	error	compile	718	exact_command	true	true	jet build	jet update jet <channel> | jet update			Move the pin with `jet update jet <channel>` to a toolchain your platform has, or install the pinned toolchain from the release page.
E1252	active	jet	error	compile	719	exact_command	true	true	jet init	jet init			Edit the existing manifest, or run `jet init` in an empty directory.
E1253	active	jet	error	compile	720	exact_command	true	false		jet init	`.jet/inline-deps/{name}/<version>/` | `package.jet`		Commit a copy at `.jet/inline-deps/{name}/<version>/`, or run `jet init` and depend on `{name}` through `package.jet` once you have a real source for it.
E1254	active	jet	error	compile	721	source_edit	true	false	jet dev				Add `fn dev() { … }` (a custom dev command) or `fn run() { … }` (the default) to the entry file.
